start_indices,desitnation_indices,start_loc,end_loc,cost,truth
"(147, 155)","(453, 436)","56.775,-4.708333333333333","54.225,-2.3666666666666667",398.4381408691406,367.06666666666666
"(453, 436)","(135, 339)","54.225,-2.3666666666666667","56.875,-3.175",362.62274169921875,305.6166666666667
"(135, 339)","(259, 46)","56.875,-3.175","55.84166666666667,-5.616666666666667",351.671630859375,300.73333333333335
"(259, 46)","(377, 17)","55.84166666666667,-5.616666666666667","54.858333333333334,-5.858333333333333",inf,392.73333333333335
"(377, 17)","(464, 403)","54.858333333333334,-5.858333333333333","54.13333333333333,-2.6416666666666666",inf,330.1166666666667
"(464, 403)","(156, 242)","54.13333333333333,-2.6416666666666666","56.7,-3.9833333333333334",309.8663330078125,261.68333333333334
"(156, 242)","(380, 540)","56.7,-3.9833333333333334","54.833333333333336,-1.5",340.00830078125,257.4
"(380, 540)","(339, 249)","54.833333333333336,-1.5","55.175,-3.925",250.50418090820312,155.98333333333332
"(339, 249)","(328, 310)","55.175,-3.925","55.266666666666666,-3.4166666666666665",68.68132019042969,59.13333333333333
"(328, 310)","(440, 445)","55.266666666666666,-3.4166666666666665","54.333333333333336,-2.2916666666666665",131.9894561767578,98.91666666666667
"(440, 445)","(97, 332)","54.333333333333336,-2.2916666666666665","57.19166666666667,-3.2333333333333334",386.954345703125,323.01666666666665
"(97, 332)","(319, 296)","57.19166666666667,-3.2333333333333334","55.34166666666667,-3.533333333333333",251.311279296875,226.38333333333333
"(319, 296)","(201, 148)","55.34166666666667,-3.533333333333333","56.325,-4.766666666666667",151.81341552734375,136.83333333333334
"(201, 148)","(395, 325)","56.325,-4.766666666666667","54.708333333333336,-3.2916666666666665",241.071044921875,210.01666666666668
"(395, 325)","(174, 331)","54.708333333333336,-3.2916666666666665","56.55,-3.2416666666666667",243.23446655273438,207.4
"(174, 331)","(499, 361)","56.55,-3.2416666666666667","53.84166666666667,-2.9916666666666667",318.9682312011719,263.0833333333333
"(499, 361)","(244, 344)","53.84166666666667,-2.9916666666666667","55.96666666666667,-3.1333333333333333",250.17825317382812,216.78333333333333
"(244, 344)","(181, 331)","55.96666666666667,-3.1333333333333333","56.49166666666667,-3.2416666666666667",89.7853775024414,84.05
"(181, 331)","(383, 514)","56.49166666666667,-3.2416666666666667","54.80833333333334,-1.7166666666666668",274.53363037109375,222.18333333333334
"(383, 514)","(285, 347)","54.80833333333334,-1.7166666666666668","55.625,-3.1083333333333334",177.9017791748047,156.31666666666666
"(285, 347)","(439, 554)","55.625,-3.1083333333333334","54.34166666666667,-1.3833333333333337",238.3192138671875,203.01666666666668
"(439, 554)","(56, 267)","54.34166666666667,-1.3833333333333337","57.53333333333333,-3.775",502.78204345703125,368.48333333333335
"(56, 267)","(472, 503)","57.53333333333333,-3.775","54.06666666666667,-1.8083333333333336",527.1452026367188,398.48333333333335
"(472, 503)","(332, 533)","54.06666666666667,-1.8083333333333336","55.233333333333334,-1.5583333333333336",135.53347778320312,126.48333333333333
"(332, 533)","(369, 182)","55.233333333333334,-1.5583333333333336","54.925,-4.483333333333333",311.5360412597656,194.65
"(369, 182)","(318, 417)","54.925,-4.483333333333333","55.35,-2.525",237.72232055664062,160.28333333333333
"(318, 417)","(103, 13)","55.35,-2.525","57.141666666666666,-5.891666666666667",486.88116455078125,349.1666666666667
"(103, 13)","(71, 128)","57.141666666666666,-5.891666666666667","57.40833333333333,-4.933333333333334",214.77967834472656,168.56666666666666
"(71, 128)","(264, 285)","57.40833333333333,-4.933333333333334","55.8,-3.625",338.87896728515625,254.55
"(264, 285)","(111, 390)","55.8,-3.625","57.075,-2.75",197.7984619140625,175.4
"(111, 390)","(435, 469)","57.075,-2.75","54.375,-2.091666666666667",412.7729797363281,328.76666666666665
"(435, 469)","(173, 18)","54.375,-2.091666666666667","56.55833333333333,-5.85",468.37921142578125,380.03333333333336
"(173, 18)","(32, 37)","56.55833333333333,-5.85","57.733333333333334,-5.691666666666666",326.4562072753906,262.96666666666664
"(32, 37)","(184, 126)","57.733333333333334,-5.691666666666666","56.46666666666667,-4.95",330.9418029785156,267.15
"(184, 126)","(399, 544)","56.46666666666667,-4.95","54.675,-1.4666666666666668",405.8592224121094,297.45
"(399, 544)","(240, 401)","54.675,-1.4666666666666668","56.0,-2.658333333333333",189.76536560058594,148.88333333333333
"(240, 401)","(314, 271)","56.0,-2.658333333333333","55.38333333333333,-3.7416666666666667",135.37171936035156,103.68333333333334
"(314, 271)","(419, 393)","55.38333333333333,-3.7416666666666667","54.50833333333333,-2.725",130.4639892578125,113.1
"(419, 393)","(454, 573)","54.50833333333333,-2.725","54.21666666666667,-1.2249999999999996",156.3195343017578,110.28333333333333
"(454, 573)","(311, 183)","54.21666666666667,-1.2249999999999996","55.40833333333333,-4.475",345.43194580078125,227.15
"(311, 183)","(92, 344)","55.40833333333333,-4.475","57.233333333333334,-3.1333333333333333",279.9881591796875,238.13333333333333
"(92, 344)","(306, 371)","57.233333333333334,-3.1333333333333333","55.45,-2.908333333333333",272.7308654785156,257.46666666666664
"(306, 371)","(55, 432)","55.45,-2.908333333333333","57.541666666666664,-2.4",338.6384582519531,260.5833333333333
"(55, 432)","(289, 173)","57.541666666666664,-2.4","55.59166666666667,-4.558333333333334",335.3374328613281,230.9
"(289, 173)","(444, 603)","55.59166666666667,-4.558333333333334","54.3,-0.9749999999999996",369.09698486328125,257.6666666666667
"(444, 603)","(394, 0)","54.3,-0.9749999999999996","54.71666666666667,-6.0",inf,416.2
"(394, 0)","(360, 278)","54.71666666666667,-6.0","55.0,-3.6833333333333336",inf,238.81666666666666
"(360, 278)","(411, 495)","55.0,-3.6833333333333336","54.575,-1.875",191.843505859375,127.63333333333334
"(411, 495)","(427, 624)","54.575,-1.875","54.44166666666667,-0.7999999999999998",116.41111755371094,89.95
"(427, 624)","(51, 238)","54.44166666666667,-0.7999999999999998","57.575,-4.016666666666667",568.42529296875,399.5833333333333
"(51, 238)","(416, 16)","57.575,-4.016666666666667","54.53333333333333,-5.866666666666666",inf,470.3
"(416, 16)","(64, 207)","54.53333333333333,-5.866666666666666","57.46666666666667,-4.275",inf,464.3833333333333
"(64, 207)","(448, 498)","57.46666666666667,-4.275","54.266666666666666,-1.8499999999999996",521.7518920898438,380.21666666666664
"(448, 498)","(277, 244)","54.266666666666666,-1.8499999999999996","55.69166666666667,-3.966666666666667",240.5495147705078,189.46666666666667
"(277, 244)","(496, 499)","55.69166666666667,-3.966666666666667","53.86666666666667,-1.8416666666666668",250.03175354003906,206.23333333333332
"(496, 499)","(309, 495)","53.86666666666667,-1.8416666666666668","55.425,-1.875",187.5206298828125,160.53333333333333
"(309, 495)","(343, 455)","55.425,-1.875","55.141666666666666,-2.2083333333333335",57.644981384277344,54.1
"(343, 455)","(163, 48)","55.141666666666666,-2.2083333333333335","56.641666666666666,-5.6",410.2554016113281,322.5
"(163, 48)","(38, 315)","56.641666666666666,-5.6","57.68333333333333,-3.375",254.68162536621094,215.48333333333332
"(38, 315)","(429, 640)","57.68333333333333,-3.375","54.425,-0.666666666666667",557.2125244140625,423.6166666666667
"(429, 640)","(24, 148)","54.425,-0.666666666666667","57.8,-4.766666666666667",639.4865112304688,474.3666666666667
"(24, 148)","(348, 443)","57.8,-4.766666666666667","55.1,-2.3083333333333336",479.86944580078125,375.31666666666666
"(348, 443)","(370, 244)","55.1,-2.3083333333333336","54.916666666666664,-3.966666666666667",179.63490295410156,133.0
"(370, 244)","(50, 437)","54.916666666666664,-3.966666666666667","57.583333333333336,-2.3583333333333334",396.68182373046875,301.53333333333336
"(50, 437)","(249, 307)","57.583333333333336,-2.3583333333333334","55.925,-3.441666666666667",252.41510009765625,180.06666666666666
"(249, 307)","(17, 70)","55.925,-3.441666666666667","57.858333333333334,-5.416666666666667",386.8218994140625,257.1
"(17, 70)","(64, 344)","57.858333333333334,-5.416666666666667","57.46666666666667,-3.1333333333333333",268.2469787597656,164.03333333333333
"(64, 344)","(66, 325)","57.46666666666667,-3.1333333333333333","57.45,-3.2916666666666665",18.474815368652344,15.8
"(66, 325)","(173, 302)","57.45,-3.2916666666666665","56.55833333333333,-3.4833333333333334",145.97706604003906,133.13333333333333
"(173, 302)","(344, 390)","56.55833333333333,-3.4833333333333334","55.13333333333333,-2.75",203.76406860351562,188.53333333333333
"(344, 390)","(351, 299)","55.13333333333333,-2.75","55.075,-3.5083333333333333",86.44082641601562,61.45
"(351, 299)","(184, 314)","55.075,-3.5083333333333333","56.46666666666667,-3.3833333333333333",167.14222717285156,148.06666666666666
"(184, 314)","(251, 90)","56.46666666666667,-3.3833333333333333","55.90833333333333,-5.25",233.92340087890625,175.08333333333334
"(251, 90)","(77, 56)","55.90833333333333,-5.25","57.358333333333334,-5.533333333333333",281.7004699707031,258.95
"(77, 56)","(452, 646)","57.358333333333334,-5.533333333333333","54.233333333333334,-0.6166666666666671",662.2697143554688,488.6
"(452, 646)","(177, 377)","54.233333333333334,-0.6166666666666671","56.525,-2.8583333333333334",437.1475524902344,326.98333333333335
"(177, 377)","(209, 42)","56.525,-2.8583333333333334","56.25833333333333,-5.65",293.9107360839844,236.3
"(209, 42)","(74, 434)","56.25833333333333,-5.65","57.38333333333333,-2.3833333333333333",385.5270690917969,312.1166666666667
"(74, 434)","(47, 459)","57.38333333333333,-2.3833333333333333","57.608333333333334,-2.1750000000000003",43.08534240722656,42.083333333333336
"(47, 459)","(316, 281)","57.608333333333334,-2.1750000000000003","55.36666666666667,-3.658333333333333",330.4550476074219,251.48333333333332
"(316, 281)","(476, 504)","55.36666666666667,-3.658333333333333","54.03333333333333,-1.7999999999999998",232.22265625,192.16666666666666
"(476, 504)","(249, 259)","54.03333333333333,-1.7999999999999998","55.925,-3.841666666666667",283.4810791015625,239.35
"(249, 259)","(445, 351)","55.925,-3.841666666666667","54.291666666666664,-3.075",209.5791473388672,195.15
"(445, 351)","(228, 97)","54.291666666666664,-3.075","56.1,-5.191666666666666",322.7762145996094,269.2
"(228, 97)","(189, 24)","56.1,-5.191666666666666","56.425,-5.8",inf,180.86666666666667
"(189, 24)","(458, 644)","56.425,-5.8","54.18333333333334,-0.6333333333333337",inf,466.45
"(458, 644)","(99, 265)","54.18333333333334,-0.6333333333333337","57.175,-3.7916666666666665",548.268310546875,390.0833333333333
"(99, 265)","(259, 63)","57.175,-3.7916666666666665","55.84166666666667,-5.475",277.9933166503906,234.26666666666668
"(259, 63)","(446, 554)","55.84166666666667,-5.475","54.28333333333333,-1.3833333333333337",453.0901794433594,332.73333333333335
"(446, 554)","(309, 381)","54.28333333333333,-1.3833333333333337","55.425,-2.825",204.1106719970703,159.31666666666666
"(309, 381)","(15, 162)","55.425,-2.825","57.875,-4.65",440.198974609375,324.23333333333335
"(15, 162)","(249, 296)","57.875,-4.65","55.925,-3.533333333333333",351.0020446777344,243.88333333333333
"(249, 296)","(464, 345)","55.925,-3.533333333333333","54.13333333333333,-3.125",232.3086395263672,199.81666666666666
"(464, 345)","(360, 502)","54.13333333333333,-3.125","55.0,-1.8166666666666664",192.09011840820312,148.21666666666667
"(360, 502)","(189, 97)","55.0,-1.8166666666666664","56.425,-5.191666666666666",357.6363830566406,259.5833333333333
"(189, 97)","(415, 576)","56.425,-5.191666666666666","54.541666666666664,-1.2000000000000002",429.19366455078125,309.98333333333335
"(415, 576)","(478, 403)","54.541666666666664,-1.2000000000000002","54.016666666666666,-2.6416666666666666",190.90586853027344,146.15
"(478, 403)","(14, 231)","54.016666666666666,-2.6416666666666666","57.88333333333333,-4.075",534.2508544921875,400.48333333333335
"(14, 231)","(432, 627)","57.88333333333333,-4.075","54.4,-0.7750000000000004",627.6727294921875,436.78333333333336
"(432, 627)","(329, 326)","54.4,-0.7750000000000004","55.25833333333333,-3.283333333333333",284.9751892089844,201.5
"(329, 326)","(10, 194)","55.25833333333333,-3.283333333333333","57.916666666666664,-4.383333333333333",419.51300048828125,314.5
"(10, 194)","(55, 426)","57.916666666666664,-4.383333333333333","57.541666666666664,-2.45",255.507568359375,169.38333333333333
"(55, 426)","(403, 392)","57.541666666666664,-2.45","54.641666666666666,-2.7333333333333334",403.1946105957031,296.23333333333335
"(403, 392)","(440, 500)","54.641666666666666,-2.7333333333333334","54.333333333333336,-1.833333333333333",110.80586242675781,82.65
"(440, 500)","(385, 183)","54.333333333333336,-1.833333333333333","54.791666666666664,-4.475",305.9659118652344,211.35
"(385, 183)","(446, 362)","54.791666666666664,-4.475","54.28333333333333,-2.9833333333333334",252.0893096923828,189.61666666666667
"(446, 362)","(222, 105)","54.28333333333333,-2.9833333333333334","56.15,-5.125",313.1070251464844,246.06666666666666
"(222, 105)","(259, 436)","56.15,-5.125","55.84166666666667,-2.3666666666666667",279.2548522949219,182.75
"(259, 436)","(104, 409)","55.84166666666667,-2.3666666666666667","57.13333333333333,-2.591666666666667",291.47076416015625,204.25
"(104, 409)","(436, 621)","57.13333333333333,-2.591666666666667","54.36666666666667,-0.8250000000000002",498.9216613769531,387.55
"(436, 621)","(376, 19)","54.36666666666667,-0.8250000000000002","54.86666666666667,-5.841666666666667",inf,434.1166666666667
"(376, 19)","(305, 388)","54.86666666666667,-5.841666666666667","55.458333333333336,-2.7666666666666666",inf,310.65
"(305, 388)","(392, 471)","55.458333333333336,-2.7666666666666666","54.733333333333334,-2.075",134.2970733642578,115.91666666666667
"(392, 471)","(186, 12)","54.733333333333334,-2.075","56.45,-5.9",inf,406.48333333333335
"(186, 12)","(498, 373)","56.45,-5.9","53.85,-2.8916666666666666",inf,415.56666666666666
"(498, 373)","(121, 290)","53.85,-2.8916666666666666","56.99166666666667,-3.5833333333333335",388.812744140625,329.93333333333334
"(121, 290)","(390, 129)","56.99166666666667,-3.5833333333333335","54.75,-4.925",344.9619445800781,292.53333333333336
"(390, 129)","(157, 35)","54.75,-4.925","56.69166666666667,-5.708333333333333",345.359619140625,320.78333333333336
"(157, 35)","(18, 206)","56.69166666666667,-5.708333333333333","57.85,-4.283333333333333",226.15699768066406,213.71666666666667
"(18, 206)","(127, 188)","57.85,-4.283333333333333","56.94166666666667,-4.433333333333334",150.83050537109375,128.45
"(127, 188)","(101, 340)","56.94166666666667,-4.433333333333334","57.15833333333333,-3.1666666666666665",152.2911834716797,126.55
"(101, 340)","(272, 194)","57.15833333333333,-3.1666666666666665","55.733333333333334,-4.383333333333333",229.4529571533203,181.15
"(272, 194)","(126, 284)","55.733333333333334,-4.383333333333333","56.95,-3.6333333333333333",227.15093994140625,199.21666666666667
"(126, 284)","(298, 364)","56.95,-3.6333333333333333","55.516666666666666,-2.966666666666667",239.40097045898438,243.01666666666668
"(298, 364)","(342, 314)","55.516666666666666,-2.966666666666667","55.15,-3.3833333333333333",77.9030532836914,65.36666666666666
"(342, 314)","(200, 306)","55.15,-3.3833333333333333","56.333333333333336,-3.45",141.80487060546875,127.26666666666667
"(200, 306)","(331, 175)","56.333333333333336,-3.45","55.24166666666667,-4.541666666666667",175.7703094482422,143.26666666666668
"(331, 175)","(290, 98)","55.24166666666667,-4.541666666666667","55.583333333333336,-5.183333333333334",inf,160.06666666666666
"(290, 98)","(387, 358)","55.583333333333336,-5.183333333333334","54.775,-3.0166666666666666",inf,251.71666666666667
"(387, 358)","(383, 36)","54.775,-3.0166666666666666","54.80833333333334,-5.7",inf,299.51666666666665
"(383, 36)","(355, 406)","54.80833333333334,-5.7","55.041666666666664,-2.6166666666666667",inf,304.8
"(355, 406)","(388, 512)","55.041666666666664,-2.6166666666666667","54.766666666666666,-1.7333333333333334",103.68319702148438,75.46666666666667
"(388, 512)","(414, 542)","54.766666666666666,-1.7333333333333334","54.55,-1.4833333333333334",41.331180572509766,42.416666666666664
"(414, 542)","(377, 349)","54.55,-1.4833333333333334","54.858333333333334,-3.091666666666667",166.77635192871094,107.71666666666667
"(377, 349)","(297, 507)","54.858333333333334,-3.091666666666667","55.525,-1.7750000000000004",184.279052734375,124.33333333333333
"(297, 507)","(495, 358)","55.525,-1.7750000000000004","53.875,-3.0166666666666666",254.9073944091797,207.2
"(495, 358)","(490, 402)","53.875,-3.0166666666666666","53.916666666666664,-2.65",45.54012680053711,41.766666666666666
"(490, 402)","(213, 363)","53.916666666666664,-2.65","56.225,-2.975",298.5100402832031,245.9
"(213, 363)","(494, 498)","56.225,-2.975","53.88333333333333,-1.8499999999999996",345.73504638671875,284.15
"(494, 498)","(138, 349)","53.88333333333333,-1.8499999999999996","56.85,-3.091666666666667",406.9083251953125,341.15
"(138, 349)","(280, 49)","56.85,-3.091666666666667","55.666666666666664,-5.591666666666667",349.9494323730469,280.05
"(280, 49)","(268, 308)","55.666666666666664,-5.591666666666667","55.766666666666666,-3.4333333333333336",273.5989685058594,233.08333333333334
"(268, 308)","(410, 363)","55.766666666666666,-3.4333333333333336","54.583333333333336,-2.975",157.63572692871094,131.68333333333334
"(410, 363)","(481, 379)","54.583333333333336,-2.975","53.99166666666667,-2.841666666666667",79.26228332519531,79.1
"(481, 379)","(157, 300)","53.99166666666667,-2.841666666666667","56.69166666666667,-3.5",313.04437255859375,263.71666666666664
"(157, 300)","(426, 11)","56.69166666666667,-3.5","54.45,-5.908333333333333",inf,386.78333333333336
"(426, 11)","(265, 297)","54.45,-5.908333333333333","55.791666666666664,-3.525",inf,326.73333333333335
"(265, 297)","(431, 596)","55.791666666666664,-3.525","54.40833333333333,-1.0333333333333332",318.6717224121094,233.15
"(431, 596)","(384, 374)","54.40833333333333,-1.0333333333333332","54.8,-2.8833333333333333",198.21267700195312,143.45
"(384, 374)","(431, 606)","54.8,-2.8833333333333333","54.40833333333333,-0.9500000000000002",206.6312255859375,138.96666666666667
"(431, 606)","(46, 434)","54.40833333333333,-0.9500000000000002","57.61666666666667,-2.3833333333333333",553.75390625,398.5
"(46, 434)","(77, 147)","57.61666666666667,-2.3833333333333333","57.358333333333334,-4.775",261.8258361816406,164.6
"(77, 147)","(438, 397)","57.358333333333334,-4.775","54.35,-2.691666666666667",448.134521484375,356.28333333333336
"(438, 397)","(476, 598)","54.35,-2.691666666666667","54.03333333333333,-1.0166666666666666",182.2443084716797,129.11666666666667
"(476, 598)","(240, 209)","54.03333333333333,-1.0166666666666666","56.0,-4.258333333333333",347.4741516113281,256.03333333333336
"(240, 209)","(279, 350)","56.0,-4.258333333333333","55.675,-3.0833333333333335",131.5382537841797,108.16666666666667
"(279, 350)","(447, 527)","55.675,-3.0833333333333335","54.275,-1.6083333333333334",229.0986328125,189.23333333333332
"(447, 527)","(40, 451)","54.275,-1.6083333333333334","57.666666666666664,-2.2416666666666667",520.3632202148438,384.5833333333333
"(40, 451)","(450, 193)","57.666666666666664,-2.2416666666666667","54.25,-4.391666666666667",inf,623.65
"(450, 193)","(151, 361)","54.25,-4.391666666666667","56.74166666666667,-2.9916666666666667",inf,523.3833333333333
"(151, 361)","(46, 266)","56.74166666666667,-2.9916666666666667","57.61666666666667,-3.783333333333333",193.47247314453125,180.3
"(46, 266)","(88, 238)","57.61666666666667,-3.783333333333333","57.266666666666666,-4.016666666666667",65.87548065185547,77.73333333333333
"(88, 238)","(256, 68)","57.266666666666666,-4.016666666666667","55.86666666666667,-5.433333333333334",281.7556457519531,262.35
"(256, 68)","(428, 3)","55.86666666666667,-5.433333333333334","54.43333333333334,-5.975",inf,412.5833333333333
"(428, 3)","(375, 361)","54.43333333333334,-5.975","54.875,-2.9916666666666667",inf,313.4166666666667
"(375, 361)","(52, 360)","54.875,-2.9916666666666667","57.56666666666667,-3.0",371.4845275878906,299.76666666666665
"(52, 360)","(44, 99)","57.56666666666667,-3.0","57.63333333333333,-5.175",256.2254638671875,143.75
"(44, 99)","(292, 277)","57.63333333333333,-5.175","55.56666666666667,-3.691666666666667",427.8573913574219,278.6
"(292, 277)","(207, 81)","55.56666666666667,-3.691666666666667","56.275,-5.325",193.01486206054688,191.48333333333332
"(207, 81)","(391, 520)","56.275,-5.325","54.74166666666667,-1.666666666666667",399.7853698730469,326.28333333333336
