file_name,xmin,xmax,ymin,ymax
part-00000-4c588cee-fa22-41da-975c-c6df5012d209-c000.zstd.parquet,-180.00022888183594,180.00022888183594,-80.46366882324219,71.61233520507812
part-00001-4c588cee-fa22-41da-975c-c6df5012d209-c000.zstd.parquet,-67.50020599365234,-50.46282958984375,-38.98844909667969,-14.212708473205566
part-00002-4c588cee-fa22-41da-975c-c6df5012d209-c000.zstd.parquet,-89.7459487915039,-43.6805534362793,-37.22774887084961,1.2203465700149536
part-00003-4c588cee-fa22-41da-975c-c6df5012d209-c000.zstd.parquet,-78.92166137695312,-46.79770278930664,-27.211532592773438,0.07050301134586334
part-00004-4c588cee-fa22-41da-975c-c6df5012d209-c000.zstd.parquet,-56.71531295776367,-44.947174072265625,-22.917585372924805,-11.131492614746094
part-00005-4c588cee-fa22-41da-975c-c6df5012d209-c000.zstd.parquet,-68.02510070800781,-9.87421703338623,-40.37145233154297,0.07948616147041321
part-00006-4c588cee-fa22-41da-975c-c6df5012d209-c000.zstd.parquet,-160.5451202392578,-5.633966445922852,-19.252460479736328,22.80686378479004
part-00007-4c588cee-fa22-41da-975c-c6df5012d209-c000.zstd.parquet,-124.5666275024414,-89.17123413085938,13.68714714050293,45.000205993652344
part-00008-4c588cee-fa22-41da-975c-c6df5012d209-c000.zstd.parquet,-123.75021362304688,-94.90249633789062,19.626625061035156,45.26474380493164
part-00009-4c588cee-fa22-41da-975c-c6df5012d209-c000.zstd.parquet,-122.0857162475586,-89.37785339355469,25.321945190429688,53.61008071899414
part-00010-4c588cee-fa22-41da-975c-c6df5012d209-c000.zstd.parquet,-179.99996948242188,-88.24597930908203,32.25693893432617,67.51644897460938
part-00011-4c588cee-fa22-41da-975c-c6df5012d209-c000.zstd.parquet,-168.05250549316406,-134.61700439453125,54.81364059448242,71.35182189941406
part-00012-4c588cee-fa22-41da-975c-c6df5012d209-c000.zstd.parquet,-179.9999542236328,-117.72867584228516,44.999794006347656,71.6052017211914
part-00013-4c588cee-fa22-41da-975c-c6df5012d209-c000.zstd.parquet,-141.05813598632812,-112.41069793701172,44.999794006347656,67.55194854736328
part-00014-4c588cee-fa22-41da-975c-c6df5012d209-c000.zstd.parquet,-134.88670349121094,-112.49978637695312,56.16987609863281,67.63279724121094
part-00015-4c588cee-fa22-41da-975c-c6df5012d209-c000.zstd.parquet,-163.012939453125,-55.75390625,26.86704444885254,68.38736724853516
part-00016-4c588cee-fa22-41da-975c-c6df5012d209-c000.zstd.parquet,-114.66561126708984,-81.62538146972656,35.62562561035156,56.313026428222656
part-00017-4c588cee-fa22-41da-975c-c6df5012d209-c000.zstd.parquet,-112.56356811523438,-86.296630859375,52.02463150024414,61.939117431640625
part-00018-4c588cee-fa22-41da-975c-c6df5012d209-c000.zstd.parquet,-136.02755737304688,-81.2391357421875,56.0712776184082,74.15457153320312
part-00019-4c588cee-fa22-41da-975c-c6df5012d209-c000.zstd.parquet,-135.00021362304688,-89.99978637695312,56.16987609863281,69.78195190429688
part-00020-4c588cee-fa22-41da-975c-c6df5012d209-c000.zstd.parquet,-132.24566650390625,-101.03797912597656,67.34513092041016,78.09817504882812
part-00021-4c588cee-fa22-41da-975c-c6df5012d209-c000.zstd.parquet,-114.37818145751953,-40.22203826904297,-29.32257652282715,81.87109375
part-00022-4c588cee-fa22-41da-975c-c6df5012d209-c000.zstd.parquet,-90.42909240722656,-49.35748291015625,-0.1542758196592331,33.775352478027344
part-00023-4c588cee-fa22-41da-975c-c6df5012d209-c000.zstd.parquet,-90.00021362304688,-73.46971893310547,22.462053298950195,45.79475784301758
part-00024-4c588cee-fa22-41da-975c-c6df5012d209-c000.zstd.parquet,-84.66191101074219,0.08534591645002365,4.353803634643555,45.000205993652344
part-00025-4c588cee-fa22-41da-975c-c6df5012d209-c000.zstd.parquet,-17.530010223388672,6.364589691162109,4.3373003005981445,16.972867965698242
part-00026-4c588cee-fa22-41da-975c-c6df5012d209-c000.zstd.parquet,-31.268535614013672,0.07636275887489319,10.45483112335205,39.7850227355957
part-00027-4c588cee-fa22-41da-975c-c6df5012d209-c000.zstd.parquet,-90.00021362304688,1.558597207069397,36.667667388916016,50.73662185668945
part-00028-4c588cee-fa22-41da-975c-c6df5012d209-c000.zstd.parquet,-92.02809143066406,-72.24698638916016,44.83335494995117,57.284210205078125
part-00029-4c588cee-fa22-41da-975c-c6df5012d209-c000.zstd.parquet,-79.26300811767578,-67.49979400634766,44.999794006347656,56.31401824951172
part-00030-4c588cee-fa22-41da-975c-c6df5012d209-c000.zstd.parquet,-90.75247192382812,-61.34143829345703,53.717689514160156,67.54296875
part-00031-4c588cee-fa22-41da-975c-c6df5012d209-c000.zstd.parquet,-78.54945373535156,-54.002197265625,44.999794006347656,67.52162170410156
part-00032-4c588cee-fa22-41da-975c-c6df5012d209-c000.zstd.parquet,-90.00021362304688,-43.7254753112793,46.594051361083984,73.633544921875
part-00033-4c588cee-fa22-41da-975c-c6df5012d209-c000.zstd.parquet,-90.81536102294922,1.7472482919692993,44.52791976928711,82.8592529296875
part-00034-4c588cee-fa22-41da-975c-c6df5012d209-c000.zstd.parquet,-72.7232894897461,170.94493103027344,-80.55349731445312,82.8592529296875
part-00035-4c588cee-fa22-41da-975c-c6df5012d209-c000.zstd.parquet,6.511490345001221,45.000205993652344,-25.51371192932129,0.0002000000240514055
part-00036-4c588cee-fa22-41da-975c-c6df5012d209-c000.zstd.parquet,1.2529748678207397,36.18865203857422,-29.88850975036621,9.41297721862793
part-00037-4c588cee-fa22-41da-975c-c6df5012d209-c000.zstd.parquet,22.408296585083008,33.90693664550781,-19.728561401367188,-10.628430366516113
part-00038-4c588cee-fa22-41da-975c-c6df5012d209-c000.zstd.parquet,22.228633880615234,45.099945068359375,-22.782840728759766,-5.615799903869629
part-00039-4c588cee-fa22-41da-975c-c6df5012d209-c000.zstd.parquet,22.499797821044922,36.673744201660156,-11.41016674041748,0.42982423305511475
part-00040-4c588cee-fa22-41da-975c-c6df5012d209-c000.zstd.parquet,32.56824493408203,57.79314041137695,-25.6304931640625,0.331014484167099
part-00041-4c588cee-fa22-41da-975c-c6df5012d209-c000.zstd.parquet,46.20313262939453,171.10252380371094,-80.077392578125,5.649041652679443
part-00042-4c588cee-fa22-41da-975c-c6df5012d209-c000.zstd.parquet,112.3655776977539,167.69546508789062,-45.000205993652344,1.7323864698410034
part-00043-4c588cee-fa22-41da-975c-c6df5012d209-c000.zstd.parquet,-1.4060335159301758,179.9999237060547,-46.69599151611328,12.350473403930664
part-00044-4c588cee-fa22-41da-975c-c6df5012d209-c000.zstd.parquet,-17.297237396240234,39.835819244384766,-2.678542137145996,17.929012298583984
part-00045-4c588cee-fa22-41da-975c-c6df5012d209-c000.zstd.parquet,-0.0002000000240514055,40.302921295166016,-0.34291714429855347,22.593870162963867
part-00046-4c588cee-fa22-41da-975c-c6df5012d209-c000.zstd.parquet,22.499797821044922,50.01372528076172,-7.53842830657959,22.593870162963867
part-00047-4c588cee-fa22-41da-975c-c6df5012d209-c000.zstd.parquet,-1.468915581703186,45.000205993652344,15.242846488952637,45.121009826660156
part-00048-4c588cee-fa22-41da-975c-c6df5012d209-c000.zstd.parquet,7.702878475189209,22.85765838623047,34.68022537231445,46.21696090698242
part-00049-4c588cee-fa22-41da-975c-c6df5012d209-c000.zstd.parquet,-17.09062385559082,72.1931381225586,8.03836441040039,45.000205993652344
part-00050-4c588cee-fa22-41da-975c-c6df5012d209-c000.zstd.parquet,26.235122680664062,78.75020599365234,0.1878872662782669,45.291690826416016
part-00051-4c588cee-fa22-41da-975c-c6df5012d209-c000.zstd.parquet,68.93612670898438,81.88595581054688,5.9093523025512695,22.779916763305664
part-00052-4c588cee-fa22-41da-975c-c6df5012d209-c000.zstd.parquet,43.33005905151367,95.27983093261719,8.62226390838623,34.86225509643555
part-00053-4c588cee-fa22-41da-975c-c6df5012d209-c000.zstd.parquet,44.48890686035156,67.8542709350586,22.47889518737793,45.381507873535156
part-00054-4c588cee-fa22-41da-975c-c6df5012d209-c000.zstd.parquet,51.14540481567383,78.75020599365234,22.411239624023438,46.36967849731445
part-00055-4c588cee-fa22-41da-975c-c6df5012d209-c000.zstd.parquet,67.49979400634766,90.1414794921875,22.141908645629883,36.5980339050293
part-00056-4c588cee-fa22-41da-975c-c6df5012d209-c000.zstd.parquet,-3.1846835613250732,122.41795349121094,27.307222366333008,57.993873596191406
part-00057-4c588cee-fa22-41da-975c-c6df5012d209-c000.zstd.parquet,-0.8221335411071777,11.413103103637695,44.572845458984375,53.758975982666016
part-00058-4c588cee-fa22-41da-975c-c6df5012d209-c000.zstd.parquet,-4.154878616333008,28.094839096069336,36.52394104003906,57.60759735107422
part-00059-4c588cee-fa22-41da-975c-c6df5012d209-c000.zstd.parquet,4.501383304595947,22.84867286682129,49.8279914855957,65.39453887939453
part-00060-4c588cee-fa22-41da-975c-c6df5012d209-c000.zstd.parquet,4.900139808654785,33.772193908691406,44.76148223876953,71.19012451171875
part-00061-4c588cee-fa22-41da-975c-c6df5012d209-c000.zstd.parquet,21.02490997314453,47.13912582397461,43.00079345703125,56.960811614990234
part-00062-4c588cee-fa22-41da-975c-c6df5012d209-c000.zstd.parquet,21.923213958740234,45.10892868041992,47.71694564819336,66.09745025634766
part-00063-4c588cee-fa22-41da-975c-c6df5012d209-c000.zstd.parquet,10.458906173706055,45.000205993652344,56.16987609863281,80.8292007446289
part-00064-4c588cee-fa22-41da-975c-c6df5012d209-c000.zstd.parquet,18.62649154663086,67.56681060791016,44.536903381347656,80.66853332519531
part-00065-4c588cee-fa22-41da-975c-c6df5012d209-c000.zstd.parquet,44.94704818725586,75.23453521728516,44.91419982910156,67.52503967285156
part-00066-4c588cee-fa22-41da-975c-c6df5012d209-c000.zstd.parquet,5.924313545227051,166.91148376464844,34.323062896728516,72.0345458984375
part-00067-4c588cee-fa22-41da-975c-c6df5012d209-c000.zstd.parquet,65.0603256225586,84.41920471191406,56.16987609863281,67.52387237548828
part-00068-4c588cee-fa22-41da-975c-c6df5012d209-c000.zstd.parquet,44.999794006347656,90.01571655273438,56.15211868286133,75.19661712646484
part-00069-4c588cee-fa22-41da-975c-c6df5012d209-c000.zstd.parquet,45.36024856567383,112.50021362304688,-0.0002000000240514055,81.8890609741211
part-00070-4c588cee-fa22-41da-975c-c6df5012d209-c000.zstd.parquet,70.42324829101562,122.04065704345703,1.300999641418457,35.527008056640625
part-00071-4c588cee-fa22-41da-975c-c6df5012d209-c000.zstd.parquet,89.61125946044922,134.72137451171875,-4.169740676879883,25.328027725219727
part-00072-4c588cee-fa22-41da-975c-c6df5012d209-c000.zstd.parquet,89.55736541748047,106.87521362304688,22.348520278930664,34.161563873291016
part-00073-4c588cee-fa22-41da-975c-c6df5012d209-c000.zstd.parquet,101.24978637695312,112.50021362304688,22.418800354003906,33.77519607543945
part-00074-4c588cee-fa22-41da-975c-c6df5012d209-c000.zstd.parquet,69.62374877929688,116.21826171875,22.429367065429688,49.603614807128906
part-00075-4c588cee-fa22-41da-975c-c6df5012d209-c000.zstd.parquet,112.27574920654297,123.75021362304688,21.917335510253906,33.77092742919922
part-00076-4c588cee-fa22-41da-975c-c6df5012d209-c000.zstd.parquet,111.28761291503906,134.70689392089844,24.045379638671875,45.000205993652344
part-00077-4c588cee-fa22-41da-975c-c6df5012d209-c000.zstd.parquet,118.02497863769531,173.94578552246094,0.11788440495729446,50.223445892333984
part-00078-4c588cee-fa22-41da-975c-c6df5012d209-c000.zstd.parquet,89.06329345703125,148.2534942626953,33.451698303222656,67.52387237548828
part-00079-4c588cee-fa22-41da-975c-c6df5012d209-c000.zstd.parquet,43.321083068847656,179.9999542236328,44.91419982910156,77.73884582519531
part-00080-4c588cee-fa22-41da-975c-c6df5012d209-c000.zstd.parquet,89.32380676269531,135.0033416748047,55.92755126953125,70.34062194824219
part-00081-4c588cee-fa22-41da-975c-c6df5012d209-c000.zstd.parquet,89.99978637695312,157.50021362304688,44.99504852294922,81.28720092773438
part-00082-4c588cee-fa22-41da-975c-c6df5012d209-c000.zstd.parquet,134.67974853515625,157.51512145996094,56.16987609863281,68.69281005859375
part-00083-4c588cee-fa22-41da-975c-c6df5012d209-c000.zstd.parquet,135.4702606201172,179.99996948242188,51.076637268066406,76.22069549560547
